property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_score,price_per_sqft,bath_bed_ratio,price_log
flat,sector 90,1.27,4.0,5.0,2,New Property,2424.0,1.0,0.0,unfurnished,Medium,0.0005239273927392739,1.25,0.8197798314933114
flat,sector 99,0.95,2.0,3.0,3,Relatively New,1882.0,1.0,0.0,unfurnished,Low,0.0005047821466524973,1.5,0.6678293725756554
flat,sector 2,1.4,3.0,3.0,3+,Old Property,1601.0,0.0,0.0,furnished,High,0.0008744534665833853,1.0,0.8754687373538999
flat,sector 104,1.16,3.0,4.0,3+,Relatively New,2357.0,1.0,0.0,semiunfurnished,High,0.0004921510394569368,1.3333333333333333,0.7701082216960736
flat,sector 2,1.4,3.0,3.0,3+,Moderately Old,1601.0,0.0,0.0,unfurnished,Medium,0.0008744534665833853,1.0,0.8754687373538999
flat,sector 99,1.02,2.0,2.0,3,Relatively New,1430.0,0.0,0.0,unfurnished,High,0.0007132867132867133,1.0,0.7030975114131134
flat,sohna road,0.42,2.0,2.0,1,Relatively New,760.0,0.0,0.0,unfurnished,Low,0.0005526315789473684,1.0,0.35065687161316933
flat,sector 108,0.98,2.0,3.0,3,Relatively New,978.223232,1.0,1.0,unfurnished,Low,0.0010018163216144102,1.5,0.6830968447064438
flat,sector 85,1.83,3.0,3.0,3+,Under Construction,2374.0,0.0,0.0,unfurnished,High,0.0007708508845829824,1.0,1.0402767116551463
flat,sector 28,2.0,3.0,3.0,1,Old Property,1232.0,0.0,0.0,semiunfurnished,High,0.0016233766233766235,1.0,1.0986122886681096
flat,sector 77,1.0,2.0,2.0,2,New Property,1739.0,0.0,0.0,unfurnished,Medium,0.0005750431282346176,1.0,0.6931471805599453
flat,sector 56,2.05,4.0,4.0,3+,Old Property,2600.0,0.0,1.0,semiunfurnished,High,0.0007884615384615384,1.0,1.11514159061932
flat,sohna road,0.25,1.0,1.0,1,Relatively New,600.0,0.0,0.0,unfurnished,Low,0.0004166666666666667,1.0,0.22314355131420974
flat,sector 85,1.85,4.0,5.0,3+,Relatively New,2529.0,0.0,0.0,unfurnished,High,0.0007315144325820483,1.25,1.0473189942805592
flat,sector 1,0.85,3.0,3.0,3+,Relatively New,2069.0,1.0,0.0,unfurnished,Low,0.00041082648622522955,1.0,0.6151856390902334
flat,sector 72,4.0,4.0,5.0,3+,Relatively New,2800.0,1.0,0.0,semiunfurnished,High,0.0014285714285714286,1.25,1.6094379124341003
flat,sector 70a,1.4,2.0,2.0,2,Relatively New,1262.0,0.0,0.0,unfurnished,Low,0.001109350237717908,1.0,0.8754687373538999
flat,sector 107,0.9,2.0,2.0,3+,Relatively New,1229.0,0.0,0.0,unfurnished,Low,0.0007323026851098454,1.0,0.6418538861723948
flat,sector 92,0.85,3.0,2.0,2,Relatively New,1300.0,0.0,0.0,unfurnished,Low,0.0006538461538461538,0.6666666666666666,0.6151856390902334
flat,sector 109,1.65,3.0,3.0,3+,Relatively New,1934.0,1.0,0.0,semiunfurnished,Low,0.0008531540847983454,1.0,0.9745596399981308
flat,sector 103,1.25,3.0,3.0,3+,New Property,1558.0,0.0,0.0,unfurnished,High,0.0008023106546854943,1.0,0.8109302162163288
flat,sector 88a,0.95,2.0,2.0,2,Relatively New,1697.0,0.0,0.0,unfurnished,Medium,0.0005598114319387154,1.0,0.6678293725756554
flat,sector 25,8.0,5.0,5.0,3+,Old Property,6750.0,1.0,0.0,furnished,Low,0.0011851851851851852,1.0,2.197224577336219
flat,sector 108,3.75,3.0,3.0,2,New Property,2108.0,1.0,0.0,unfurnished,Medium,0.0017789373814041745,1.0,1.55814461804655
flat,sector 70,1.07,2.0,2.0,3,Relatively New,1214.0,0.0,0.0,unfurnished,High,0.0008813838550247117,1.0,0.7275486072772777
flat,sector 70a,2.52,3.0,4.0,3,Relatively New,2114.0,1.0,0.0,unfurnished,High,0.0011920529801324503,1.3333333333333333,1.2584609896100056
flat,sector 85,1.93,3.0,4.0,3,Relatively New,2400.0,1.0,0.0,unfurnished,High,0.0008041666666666667,1.3333333333333333,1.0750024230289759
flat,sector 22,2.79,3.0,3.0,3,New Property,1860.0,0.0,0.0,furnished,High,0.0015,1.0,1.332366019094335
flat,manesar,0.68,3.0,3.0,3,Moderately Old,1526.0,0.0,0.0,unfurnished,Low,0.00044560943643512455,1.0,0.5187937934151676
house,sector 2,5.0,6.0,6.0,2,Moderately Old,4219.0,0.0,0.0,unfurnished,Low,0.0011851149561507466,1.0,1.791759469228055
flat,sector 83,0.95,2.0,2.0,3,Relatively New,1300.0,0.0,0.0,semiunfurnished,High,0.0007307692307692307,1.0,0.6678293725756554
flat,sector 106,1.82,3.0,2.0,2,Relatively New,1359.0,0.0,0.0,unfurnished,Low,0.0013392200147167035,0.6666666666666666,1.0367368849500223
flat,sector 74,1.54,2.0,2.0,3+,Relatively New,1200.0,0.0,0.0,unfurnished,High,0.0012833333333333334,1.0,0.9321640810304452
flat,sector 89,0.9,3.0,3.0,0,Under Construction,1910.0,0.0,0.0,unfurnished,Medium,0.0004712041884816754,1.0,0.6418538861723948
flat,sector 83,1.38,3.0,3.0,3,Relatively New,1350.0,1.0,0.0,semiunfurnished,Low,0.0010222222222222221,1.0,0.8671004876833832
flat,sector 104,1.35,4.0,5.0,3+,Relatively New,3505.0,1.0,1.0,unfurnished,High,0.0003851640513552069,1.25,0.8544153281560676
flat,sector 111,0.96,2.0,2.0,1,Under Construction,1330.0,0.0,0.0,unfurnished,Medium,0.0007218045112781955,1.0,0.6729444732424258
flat,sector 104,0.75,2.0,2.0,3,Relatively New,1142.0,0.0,0.0,unfurnished,Medium,0.0006567425569176883,1.0,0.5596157879354227
flat,sector 83,1.72,3.0,3.0,3,Relatively New,1600.0,1.0,0.0,semiunfurnished,High,0.001075,1.0,1.000631880307906
flat,sector 107,0.38,2.0,2.0,2,Relatively New,682.0,0.0,0.0,furnished,Low,0.0005571847507331378,1.0,0.3220834991691133
flat,manesar,0.9,3.0,3.0,3+,Moderately Old,1900.0,1.0,0.0,unfurnished,Low,0.0004736842105263158,1.0,0.6418538861723948
flat,sector 79,0.96,2.0,2.0,3,Relatively New,1076.0,0.0,0.0,unfurnished,Low,0.0008921933085501858,1.0,0.6729444732424258
flat,sector 107,1.49,3.0,4.0,3+,Relatively New,2124.0,1.0,1.0,semiunfurnished,High,0.0007015065913370998,1.3333333333333333,0.9122827104766162
flat,sector 70,1.6,3.0,3.0,3,Relatively New,1631.0,1.0,0.0,unfurnished,Low,0.0009809932556713672,1.0,0.9555114450274363
flat,sector 102,3.0,4.0,4.0,3+,Relatively New,3713.0,0.0,0.0,semiunfurnished,Medium,0.0008079719903043361,1.0,1.3862943611198906
flat,sector 68,1.13,2.0,2.0,3,Relatively New,1130.0,0.0,0.0,semiunfurnished,High,0.0009999999999999998,1.0,0.7561219797213337
flat,manesar,0.65,3.0,2.0,3+,Moderately Old,1981.0,0.0,0.0,unfurnished,Low,0.0003281171125694094,0.6666666666666666,0.5007752879124893
flat,sector 67,3.05,3.0,3.0,3+,Relatively New,2180.0,1.0,0.0,semiunfurnished,High,0.0013990825688073394,1.0,1.3987168811184476
flat,sector 52,2.0,4.0,3.0,3,Moderately Old,2258.0,1.0,0.0,furnished,High,0.0008857395925597874,0.75,1.0986122886681096
flat,sector 108,2.9,3.0,4.0,2,New Property,2003.0,0.0,0.0,unfurnished,High,0.0014478282576135795,1.3333333333333333,1.3609765531356006
flat,sector 89,1.55,3.0,2.0,3,Moderately Old,1394.0,0.0,1.0,semiunfurnished,High,0.0011119081779053085,0.6666666666666666,0.9360933591703348
flat,sector 4,0.32,2.0,2.0,1,Relatively New,1233.0,0.0,0.0,semiunfurnished,Low,0.000259529602595296,1.0,0.27763173659827944
flat,sector 95,0.46,2.0,2.0,0,New Property,990.0,0.0,0.0,unfurnished,Low,0.0004646464646464647,1.0,0.3784364357202451
flat,sector 79,1.2,3.0,3.0,3,Relatively New,1242.0,0.0,0.0,semiunfurnished,High,0.000966183574879227,1.0,0.7884573603642702
flat,sector 109,1.7,1.0,1.0,2,Relatively New,965.0,0.0,0.0,unfurnished,Low,0.0017616580310880828,1.0,0.9932517730102833
house,sector 47,0.99,1.0,4.0,3,Relatively New,576.0,0.0,0.0,unfurnished,Low,0.00171875,4.0,0.688134638736401
flat,sector 43,4.2,3.0,4.0,2,Under Construction,2125.0,0.0,0.0,unfurnished,Low,0.0019764705882352944,1.3333333333333333,1.6486586255873816
flat,sector 112,3.0,3.0,3.0,2,Relatively New,2600.0,0.0,0.0,semiunfurnished,Low,0.001153846153846154,1.0,1.3862943611198906
house,sector 49,6.75,5.0,4.0,2,Old Property,3420.0,1.0,1.0,unfurnished,Medium,0.001973684210526316,0.8,2.0476928433652555
flat,sector 77,1.25,3.0,4.0,3,Relatively New,1882.0,1.0,0.0,semiunfurnished,High,0.0006641870350690755,1.3333333333333333,0.8109302162163288
flat,sector 85,1.99,3.0,4.0,3+,Relatively New,2398.0,1.0,0.0,semiunfurnished,High,0.0008298582151793161,1.3333333333333333,1.095273387402595
flat,sector 108,1.68,3.0,3.0,3+,Relatively New,1338.29,1.0,0.0,semiunfurnished,Medium,0.001255333298462964,1.0,0.9858167945227652
flat,sohna road,0.78,2.0,2.0,2,Relatively New,1137.0,0.0,0.0,unfurnished,Medium,0.0006860158311345647,1.0,0.5766133643039938
flat,sector 84,1.49,3.0,3.0,3,Relatively New,1986.0,1.0,0.0,unfurnished,Low,0.0007502517623363545,1.0,0.9122827104766162
flat,sector 45,2.4,3.0,3.0,2,New Property,194.0,1.0,0.0,semiunfurnished,Low,0.012371134020618556,1.0,1.2237754316221157
flat,sector 65,2.9,4.0,4.0,0,Relatively New,2564.0,0.0,1.0,unfurnished,Medium,0.0011310452418096723,1.0,1.3609765531356006
flat,sector 108,2.29,4.0,5.0,3+,Relatively New,2779.0,1.0,0.0,semiunfurnished,High,0.0008240374235336452,1.25,1.1908875647772805
flat,sector 65,2.4,3.0,3.0,3,Relatively New,1600.0,1.0,0.0,semiunfurnished,Low,0.0015,1.0,1.2237754316221157
flat,sohna road,0.34,2.0,2.0,1,New Property,817.0,0.0,0.0,unfurnished,Low,0.00041615667074663406,1.0,0.29266961396282
flat,sector 37,0.86,3.0,3.0,2,New Property,1583.0,0.0,0.0,unfurnished,Low,0.0005432722678458623,1.0,0.6205764877251099
flat,sector 61,1.6,2.0,2.0,2,Relatively New,1791.0,1.0,0.0,unfurnished,High,0.000893355667225014,1.0,0.9555114450274363
flat,sector 88,1.1,2.0,4.0,3+,Under Construction,1350.0,0.0,0.0,unfurnished,Medium,0.0008148148148148149,2.0,0.7419373447293773
flat,sector 60,3.05,3.0,3.0,3,Relatively New,2300.0,1.0,0.0,semiunfurnished,High,0.001326086956521739,1.0,1.3987168811184476
flat,sector 71,0.6,2.0,2.0,1,Relatively New,603.0,0.0,0.0,unfurnished,Medium,0.0009950248756218905,1.0,0.4700036292457355
house,sector 9,3.5,9.0,9.0,3+,Relatively New,2610.0,0.0,0.0,unfurnished,Low,0.0013409961685823754,1.0,1.504077396776274
flat,sector 110,3.6,4.0,5.0,3,Relatively New,3058.0,1.0,0.0,unfurnished,High,0.0011772400261608894,1.25,1.5260563034950492
flat,sector 70,1.6,3.0,5.0,3,Relatively New,2531.0,1.0,0.0,unfurnished,High,0.0006321612011062821,1.6666666666666667,0.9555114450274363
house,sector 10,1.7,2.0,1.0,2,Old Property,900.0,0.0,0.0,unfurnished,Low,0.0018888888888888887,0.5,0.9932517730102833
house,sector 12,1.7,1.0,1.0,1,Old Property,1800.0,1.0,0.0,unfurnished,Low,0.0009444444444444444,1.0,0.9932517730102833
flat,sector 81,2.35,3.0,3.0,3+,Relatively New,1550.0,1.0,0.0,furnished,Low,0.0015161290322580647,1.0,1.208960345836975
house,sector 109,7.0,5.0,6.0,2,Relatively New,5400.0,1.0,0.0,unfurnished,High,0.0012962962962962963,1.2,2.0794415416798357
flat,sector 95,0.19,1.0,1.0,1,Relatively New,4170.0,0.0,0.0,unfurnished,Low,4.556354916067146e-05,1.0,0.173953307123438
flat,sector 63,3.35,3.0,3.0,3+,New Property,2034.0,0.0,0.0,semiunfurnished,Low,0.0016470009832841692,1.0,1.4701758451005926
flat,sector 72,3.1,4.0,5.0,3+,Moderately Old,3576.0,1.0,1.0,unfurnished,High,0.0008668903803131992,1.25,1.410986973710262
flat,sector 106,1.1,3.0,4.0,3+,Relatively New,1186.0,1.0,0.0,semiunfurnished,High,0.000927487352445194,1.3333333333333333,0.7419373447293773
flat,sector 102,2.5,4.0,5.0,3+,Relatively New,2600.0,1.0,0.0,semiunfurnished,High,0.0009615384615384616,1.25,1.252762968495368
flat,sector 49,2.09,3.0,3.0,3,Relatively New,1624.0,0.0,0.0,unfurnished,Low,0.0012869458128078816,1.0,1.128171090909654
flat,sector 49,2.35,3.0,3.0,3,Relatively New,2030.0,0.0,0.0,unfurnished,Low,0.0011576354679802955,1.0,1.208960345836975
flat,sohna road,0.67,2.0,2.0,3,Relatively New,1088.0,0.0,0.0,unfurnished,High,0.0006158088235294118,1.0,0.5128236264286637
flat,sector 89,1.0,2.0,2.0,3,New Property,1441.0,0.0,0.0,unfurnished,High,0.0006939625260235947,1.0,0.6931471805599453
flat,sector 65,1.9,2.0,2.0,3,Under Construction,1134.0,0.0,0.0,unfurnished,Medium,0.001675485008818342,1.0,1.0647107369924282
flat,sohna road,0.7,3.0,3.0,3,Relatively New,1497.0,0.0,0.0,unfurnished,High,0.0004676018704074816,1.0,0.5306282510621704
flat,sector 37,0.78,2.0,2.0,3,Moderately Old,1068.1,0.0,0.0,semiunfurnished,High,0.0007302687014324503,1.0,0.5766133643039938
flat,sector 3,1.35,2.0,2.0,0,Old Property,1056.0,0.0,0.0,unfurnished,Medium,0.001278409090909091,1.0,0.8544153281560676
flat,gwal pahari,5.5,4.0,5.0,3+,New Property,5217.0,1.0,0.0,unfurnished,High,0.0010542457350967988,1.25,1.8718021769015913
flat,sector 66,1.85,2.0,3.0,3,Relatively New,1470.0,1.0,0.0,semiunfurnished,Medium,0.0012585034013605442,1.5,1.0473189942805592
flat,sector 79,0.95,2.0,2.0,3,Relatively New,1882.0,0.0,0.0,semiunfurnished,High,0.0005047821466524973,1.0,0.6678293725756554
flat,sector 56,0.47,1.0,1.0,1,Old Property,785.0,0.0,0.0,semiunfurnished,Medium,0.0005987261146496815,1.0,0.38526240079064494
flat,sector 65,1.99,2.0,2.0,2,Under Construction,1133.0,0.0,0.0,unfurnished,Low,0.0017563989408649603,1.0,1.095273387402595
flat,sector 37,1.25,3.0,3.0,3,Relatively New,1350.0,0.0,0.0,unfurnished,Low,0.000925925925925926,1.0,0.8109302162163288
flat,sector 77,0.75,2.0,2.0,2,Relatively New,1140.0,0.0,1.0,semiunfurnished,High,0.0006578947368421052,1.0,0.5596157879354227
house,sector 63a,3.85,3.0,3.0,3+,New Property,3238.0,1.0,0.0,semiunfurnished,High,0.0011890055589870291,1.0,1.5789787049493917
flat,sector 90,0.96,3.0,4.0,3,New Property,1687.0,1.0,0.0,unfurnished,High,0.0005690574985180794,1.3333333333333333,0.6729444732424258
flat,sector 54,1.69,3.0,3.0,3+,Old Property,1979.0,1.0,0.0,semiunfurnished,Medium,0.0008539666498231429,1.0,0.9895411936137477
flat,sector 88a,1.45,3.0,3.0,3,Relatively New,2329.0,0.0,0.0,unfurnished,Low,0.0006225848003434951,1.0,0.8960880245566356
house,sector 109,6.25,4.0,4.0,3+,Relatively New,5400.0,1.0,0.0,unfurnished,High,0.0011574074074074073,1.0,1.9810014688665833
flat,sohna road,0.26,2.0,2.0,2,Moderately Old,518.0,0.0,0.0,unfurnished,Low,0.000501930501930502,1.0,0.2311117209633866
flat,sector 104,1.73,3.0,4.0,3+,Relatively New,2060.0,1.0,0.0,unfurnished,High,0.0008398058252427185,1.3333333333333333,1.0043016091968684
flat,sector 113,2.87,4.0,4.0,3+,Under Construction,2983.0,1.0,0.0,unfurnished,Medium,0.0009621186724773718,1.0,1.3532545070416904
flat,sector 111,2.65,3.0,4.0,2,Relatively New,2262.0,1.0,0.0,semiunfurnished,High,0.0011715296198054818,1.3333333333333333,1.2947271675944
flat,sector 22,1.65,2.0,2.0,2,Relatively New,1200.0,0.0,0.0,furnished,High,0.001375,1.0,0.9745596399981308
flat,sector 90,1.2,3.0,3.0,3+,Relatively New,1698.0,0.0,0.0,unfurnished,High,0.0007067137809187279,1.0,0.7884573603642702
flat,sector 81,4.5,4.0,6.0,3+,Relatively New,3778.0,1.0,0.0,semiunfurnished,Low,0.0011911064055055585,1.5,1.7047480922384253
flat,sector 72,3.19,4.0,5.0,3+,Relatively New,2361.0,1.0,0.0,semiunfurnished,High,0.001351122405760271,1.25,1.4327007339340463
flat,sector 81,2.3,3.0,4.0,3+,Relatively New,1997.0,1.0,0.0,furnished,High,0.0011517275913870805,1.3333333333333333,1.1939224684724343
flat,sector 81,2.3,3.0,4.0,3+,Relatively New,1967.0,1.0,0.0,semiunfurnished,High,0.0011692933401118454,1.3333333333333333,1.1939224684724343
flat,sector 90,1.75,4.0,4.0,3+,Relatively New,2453.0,1.0,0.0,unfurnished,Medium,0.0007134121483897269,1.0,1.0116009116784799
flat,sector 105,0.45,3.0,2.0,1,Relatively New,1233.0,0.0,0.0,semiunfurnished,Low,0.00036496350364963507,0.6666666666666666,0.37156355643248307
flat,sector 49,2.55,3.0,4.0,3,Relatively New,2060.0,0.0,0.0,semiunfurnished,Low,0.0012378640776699028,1.3333333333333333,1.2669476034873244
flat,sector 48,3.45,3.0,3.0,3,Moderately Old,1869.0,0.0,0.0,unfurnished,Low,0.0018459069020866775,1.0,1.4929040961781488
flat,sector 95,0.4,2.0,2.0,2,New Property,667.0,0.0,0.0,semiunfurnished,Low,0.0005997001499250375,1.0,0.3364722366212129
flat,sector 81,2.21,3.0,3.0,3+,Relatively New,2030.0,1.0,0.0,furnished,High,0.0010886699507389162,1.0,1.1662709371419244
flat,dwarka expressway,1.6,3.0,3.0,3,New Property,1519.0,0.0,0.0,unfurnished,Low,0.0010533245556287032,1.0,0.9555114450274363
flat,sector 95,0.4,3.0,2.0,2,New Property,889.0,0.0,0.0,unfurnished,Low,0.00044994375703037124,0.6666666666666666,0.3364722366212129
flat,sector 33,0.95,2.0,2.0,3+,Under Construction,1246.0,0.0,0.0,unfurnished,Low,0.0007624398073836276,1.0,0.6678293725756554
house,sector 86,2.5,4.0,5.0,3+,Moderately Old,3194.0,1.0,0.0,semiunfurnished,Low,0.0007827175954915466,1.25,1.252762968495368
flat,sector 102,1.77,3.0,3.0,3,Relatively New,1643.0,0.0,0.0,unfurnished,High,0.0010772976262933658,1.0,1.0188473201992472
flat,sector 70,2.0,4.0,5.0,3+,Moderately Old,2345.0,1.0,0.0,semiunfurnished,High,0.0008528784648187633,1.25,1.0986122886681096
flat,sector 79,1.85,3.0,4.0,3,New Property,1633.0,1.0,0.0,unfurnished,Low,0.001132884262094305,1.3333333333333333,1.0473189942805592
flat,sector 95,0.56,2.0,2.0,2,Relatively New,1227.0,0.0,0.0,semiunfurnished,Medium,0.00045639771801140997,1.0,0.4446858212614457
flat,sector 50,3.0,3.0,3.0,3+,Old Property,2343.0,1.0,0.0,semiunfurnished,High,0.0012804097311139564,1.0,1.3862943611198906
flat,sector 99,0.32,2.0,2.0,1,New Property,629.0,0.0,0.0,unfurnished,Low,0.0005087440381558028,1.0,0.27763173659827944
flat,sector 99,1.56,3.0,5.0,3,New Property,1796.0,1.0,0.0,unfurnished,Low,0.0008685968819599109,1.6666666666666667,0.9400072584914712
flat,sector 79,2.5,3.0,3.0,3+,Relatively New,2244.0,0.0,0.0,unfurnished,Low,0.0011140819964349377,1.0,1.252762968495368
flat,sector 110,0.22,2.0,1.0,1,Relatively New,540.0,0.0,0.0,unfurnished,Low,0.00040740740740740744,0.5,0.19885085874516517
flat,sohna road,0.3,2.0,2.0,2,Relatively New,831.0,0.0,0.0,unfurnished,Low,0.00036101083032490973,1.0,0.262364264467491
flat,sector 89,1.25,3.0,3.0,3,New Property,1280.0,0.0,0.0,unfurnished,Medium,0.0009765625,1.0,0.8109302162163288
house,sector 91,2.5,4.0,4.0,3+,Moderately Old,3400.0,1.0,1.0,semiunfurnished,Medium,0.0007352941176470588,1.0,1.252762968495368
flat,sector 43,2.35,3.0,3.0,2,Old Property,1654.0,0.0,1.0,semiunfurnished,High,0.0014207980652962515,1.0,1.208960345836975
flat,sector 53,5.0,3.0,4.0,3,Old Property,3765.0,1.0,0.0,semiunfurnished,Low,0.0013280212483399733,1.3333333333333333,1.791759469228055
flat,sector 113,2.35,3.0,3.0,3,New Property,2210.0,1.0,0.0,unfurnished,High,0.0010633484162895928,1.0,1.208960345836975
house,sector 7,0.9,2.0,4.0,3,Old Property,900.0,1.0,0.0,semiunfurnished,Low,0.001,2.0,0.6418538861723948
flat,sector 83,1.35,3.0,3.0,3,Relatively New,1485.0,1.0,0.0,unfurnished,Low,0.0009090909090909092,1.0,0.8544153281560676
flat,sector 70,1.8,3.0,4.0,3,New Property,1631.0,1.0,0.0,unfurnished,Low,0.001103617412630288,1.3333333333333333,1.0296194171811581
flat,sector 102,2.15,3.0,4.0,3,Relatively New,1933.0,1.0,0.0,unfurnished,High,0.0011122607346094153,1.3333333333333333,1.1474024528375417
flat,sector 68,0.9,2.0,2.0,2,New Property,1532.0,0.0,0.0,unfurnished,Low,0.000587467362924282,1.0,0.6418538861723948
flat,sector 104,0.4,2.0,2.0,1,Relatively New,511.0,0.0,0.0,unfurnished,Medium,0.0007827788649706458,1.0,0.3364722366212129
flat,sector 109,1.72,3.0,4.0,3+,Relatively New,1797.0,1.0,0.0,unfurnished,High,0.0009571508069003895,1.3333333333333333,1.000631880307906
house,sector 4,0.4,1.0,1.0,1,Moderately Old,432.0,0.0,0.0,unfurnished,Low,0.000925925925925926,1.0,0.3364722366212129
flat,sector 92,1.55,3.0,4.0,3,Relatively New,1795.0,1.0,0.0,unfurnished,Low,0.0008635097493036211,1.3333333333333333,0.9360933591703348
house,sector 50,3.99,4.0,5.0,3+,New Property,4500.0,1.0,0.0,semiunfurnished,High,0.0008866666666666667,1.25,1.6074359097634272
flat,sector 81,2.3,3.0,4.0,3+,Relatively New,2280.0,1.0,0.0,semiunfurnished,Low,0.0010087719298245614,1.3333333333333333,1.1939224684724343
flat,sector 67,2.99,3.0,3.0,3,Relatively New,2200.0,1.0,0.0,semiunfurnished,Low,0.0013590909090909092,1.0,1.3837912309017721
flat,sector 65,2.8,3.0,3.0,2,Relatively New,1650.0,1.0,0.0,unfurnished,High,0.0016969696969696968,1.0,1.33500106673234
flat,sector 52,5.0,5.0,5.0,3+,Moderately Old,5200.0,0.0,0.0,unfurnished,Low,0.0009615384615384616,1.0,1.791759469228055
flat,sohna road,1.07,3.0,3.0,3+,Relatively New,1600.0,0.0,0.0,unfurnished,High,0.0006687500000000001,1.0,0.7275486072772777
flat,sector 81,1.45,3.0,2.0,3+,Relatively New,1449.0,0.0,0.0,unfurnished,Low,0.0010006901311249137,0.6666666666666666,0.8960880245566356
flat,sohna road,1.01,2.0,2.0,3,Under Construction,1269.0,0.0,0.0,unfurnished,Medium,0.0007959022852639874,1.0,0.6981347220709844
flat,sector 48,1.6,3.0,3.0,3,Old Property,1700.0,0.0,0.0,semiunfurnished,High,0.0009411764705882353,1.0,0.9555114450274363
house,sector 105,0.6,3.0,3.0,0,Old Property,450.0,0.0,0.0,unfurnished,Low,0.0013333333333333333,1.0,0.4700036292457355
flat,sector 113,3.05,3.0,4.0,3,New Property,2600.0,1.0,0.0,unfurnished,High,0.001173076923076923,1.3333333333333333,1.3987168811184476
flat,sector 66,3.98,3.0,4.0,3+,Moderately Old,2200.0,1.0,0.0,semiunfurnished,High,0.001809090909090909,1.3333333333333333,1.6054298910365614
flat,sector 69,1.75,3.0,4.0,2,Relatively New,2402.0,0.0,0.0,semiunfurnished,High,0.0007285595337218984,1.3333333333333333,1.0116009116784799
flat,sector 62,6.5,4.0,4.0,3+,Moderately Old,3901.0,0.0,0.0,unfurnished,Medium,0.0016662394257882594,1.0,2.0149030205422647
flat,sector 69,1.43,3.0,3.0,2,Relatively New,1419.0,0.0,0.0,unfurnished,High,0.0010077519379844962,1.0,0.887891257352457
house,sector 6,0.4,4.0,2.0,2,Moderately Old,1600.0,0.0,0.0,unfurnished,Low,0.00025,0.5,0.3364722366212129
flat,sector 76,3.5,3.0,4.0,3,Under Construction,2937.0,0.0,0.0,unfurnished,Low,0.001191692202928158,1.3333333333333333,1.504077396776274
flat,sector 102,1.92,3.0,3.0,3,Relatively New,2596.0,1.0,1.0,unfurnished,High,0.0007395993836671802,1.0,1.0715836162801904
flat,sector 9,0.75,3.0,3.0,3,Old Property,1675.0,0.0,0.0,unfurnished,Low,0.00044776119402985075,1.0,0.5596157879354227
flat,sohna road,0.39,2.0,2.0,2,Relatively New,720.0,0.0,0.0,unfurnished,Low,0.0005416666666666666,1.0,0.32930374714260036
flat,sohna road,0.54,2.0,2.0,2,Relatively New,1097.0,0.0,0.0,unfurnished,High,0.0004922515952597994,1.0,0.4317824164255378
